,,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处孙家坡村水牛房1号南100米,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处黄厂村黄厂村,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处东马各庄村西马各庄,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处于家围南队村于家围村东口电管站对面汽修厂,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处于家围北队村北队场院到头见康城往南,,,,,,,,,,,
,北京市朝阳区豆各庄乡豆各庄村北里22号,,,,,,,,,,,
,北京市朝阳区豆各庄1号,,,,,,,,,,,
,北京市朝阳区豆各庄1号,,,,,,,,,,,
,北京市朝阳区豆各庄北里22号,,,,,,,,,,,
,北京市朝阳区豆各庄村甲501号5幢126号,,,,,,,,,,,
,北京市朝阳区豆各庄黄厂村,,,,,,,,,,,
,北京市朝阳区豆各庄西路甲4号,,,,,,,,,,,
,北京市朝阳区豆各庄西路甲4号12幢平房,,,,,,,,,,,
,北京市朝阳区豆各庄西路甲4号厂区南部,,,,,,,,,,,
,北京市朝阳区豆各庄乡(北京皮革公司化工厂南院),北京皮革公司化工厂南院),,,,,,,,,,
,北京市朝阳区豆各庄乡豆各庄村北里22号,,,,,,,,,,,
,北京市朝阳区豆各庄乡豆各庄村村西,,,,,,,,,,,
,北京市朝阳区豆各庄乡何家坟,,,,,,,,,,,
,北京市朝阳区豆各庄乡何家坟村,,,,,,,,,,,
,北京市朝阳区豆各庄乡何家坟村北,,,,,,,,,,,
,北京市朝阳区豆各庄乡何家坟村北,,,,,,,,,,,
,北京市朝阳区豆各庄乡黄厂村,,,,,,,,,,,
,北京市朝阳区豆各庄乡黄厂村南500米,,,,,,,,,,,
,北京市朝阳区豆各庄乡绿丰家园东侧,,,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾村,,,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾村村东侧,,,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾二区８６号,,,,,,,,,,,
,北京市朝阳区豆各庄乡孟家屯村村南,,,,,,,,,,,
,北京市朝阳区豆各庄乡南何家村(2号库),,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村254号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村256号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村263号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村东,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村委会院内,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村西(纸袋厂)27、28、29、30、31、32、33号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村西果园仓库5幢,,,,,,,,,,,
,北京市朝阳区豆各庄乡水牛坊村村南218号,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡411车站路南,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村村北,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡水牛房路西,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围北村北区21号,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围北队,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围村,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围村北,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围南队村南,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围南队甲66号,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围小学,,,,,,,,,,,
,北京市朝阳区黄厂路49号,,,,,,,,,,,
,北京市朝阳区黄厂南里1号院4号楼1层03,,,,,,,,,,,
,北京市朝阳区黄厂南里１号院６号楼１９０７,,,,,,,,,,,
,北京市朝阳区焦化厂东侧孙家坡村,,,,,,,,,,,
,北京市朝阳区久文路6号院121号楼一层103号,,,,,,,,,,,
,北京市朝阳区南豆各庄,,,,,,,,,,,
,北京市朝阳区南豆各庄(北京市荧光灯厂),,,,,,,,,,,
,北京市朝阳区南豆各庄(,,,,,,,,,,,
,北京市朝阳区南豆各庄甲1号,,,,,,,,,,,
,北京市朝阳区南豆各庄甲1号(第二监狱西侧),,,,,,,,,,,
,北京市朝阳区双桥豆各庄,,,,,,,,,,,
,北京市朝阳区双桥豆各庄,,,,,,,,,,,
,北京市朝阳区双桥豆各庄,,,,,,,,,,,
,北京市朝阳区双桥黄厂,,,,,,,,,,,
,北京市朝阳区双桥路9号,,,,,,,,,,,
,北京市朝阳区双桥农厂孙家坡村办公楼西,,,,,,,,,,,
,北京市朝阳区双桥农场豆各庄分场,,,,,,,,,,,
,北京市朝阳区双桥中路,,,,,,,,,,,
,北京市朝阳区双桥中路,,,,,,,,,,,
,北京市朝阳区双桥中路110号,,,,,,,,,,,
,北京市朝阳区水牛坊村,,,,,,,,,,,
,北京市朝阳区西马各庄北路,,,,,,,,,,,
,北京市朝阳区西马各庄大队,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围村东3号、10号、11号平房,,,,,,,,,,,
,北京市朝阳区豆各庄乡西马各庄村101号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村西,,,,,,,,,,,
,北京市朝阳区南豆各庄甲6号,,,,,,,,,,,
,北京市朝阳区豆各庄乡东马各庄工业园区,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村村东,,,,,,,,,,,
,北京市朝阳区双桥于围,,,,,,,,,,,
,北京市朝阳区双桥中路,,,,,,,,,,,
,北京市朝阳区豆各庄乡(北京皮革公司化工厂北院)4号平房5间,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村（村南）,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村南,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围北村,,,,,,,,,,,
,北京市朝阳区双桥豆各庄乡豆各庄村,,,,,,,,,,,
,北京市朝阳区黄厂南里3号院27号楼1层06,,,,,,,,,,,
,北京市朝阳区豆各庄村甲501号5幢126号,,,,,,,,,,,
,北京市朝阳区焦化厂东侧孙家坡村,,,,,,,,,,,
,北京市朝阳区豆各庄乡东马各庄工业园区,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡,,,,,,,,,,,
,北京市朝阳区南豆各庄甲1号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村西北,,,,,,,,,,,
,北京市朝阳区南豆各庄(北京荧光灯厂),,,,,,,,,,,
,北京市朝阳区豆各庄1号,,,,,,,,,,,
,北京市朝阳区西马各庄大队,,,,,,,,,,,
,北京市朝阳区双桥黄厂,,,,,,,,,,,
,北京市朝阳区双桥豆各庄,,,,,,,,,,,
,北京市朝阳区西马各庄北路,,,,,,,,,,,
,北京市朝阳区双桥中路,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围16号,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村,,,,,,,,,,,
,北京市朝阳区王四营乡南花园村139号,,,,,,,,,,,
,北京市朝阳区豆各庄西路甲4号12幢平房,,,,,,,,,,,
,北京市朝阳区南豆各庄(北京市荧光灯厂),,,,,,,,,,,
,北京市朝阳区南豆各庄甲6号,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围北队,,,,,,,,,,,
,北京市朝阳区十八里店西直河村,,,,,,,,,,,
,北京市朝阳区垡头十八间房,,,,,,,,,,,
,北京市朝阳区高碑店乡田家洼甲1号,,,,,,,,,,,
,北京市朝阳区豆各庄1号,,,,,,,,,,,
,北京市朝阳区黄厂南里1号院4号楼1层03,,,,,,,,,,,
,北京市朝阳区豆各庄乡(北京皮革公司化工厂南院）,,,,,,,,,,,
,北京市朝阳区豆各庄乡水牛坊村村南218号,,,,,,,,,,,
,北京市朝阳区双桥中路,,,,,,,,,,,
,北京市朝阳区豆各庄乡黄厂村南500米,,,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾村,,,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾西侧厂房中部,,,,,,,,,,,
,北京市朝阳区豆各庄乡水牛坊村,,,,,,,,,,,
,北京市朝阳区豆各庄乡西马各庄村东村国际创意文化产业园,,,,,,,,,,,
,北京市朝阳区双惠苑甲5号楼3层1单元320,,,,,,,,,,,
,北京市朝阳区双惠苑甲5号楼3层1单元320,,,,,,,,,,,
,北京市朝阳区豆各庄北里22号,,,,,,,,,,,
,北京市朝阳区豆各庄乡绿丰家园东侧,,,,,,,,,,,
,北京市朝阳区豆各庄乡南何家村(2号库),,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村西果园仓库5幢,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村254号,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村北侧,,,,,,,,,,,
,北京市朝阳区久文路6号院22号楼101内A室,,,,,,,,,,,
,北京市朝阳区双桥中路110号21-28栋,,,,,,,,,,,
,北京市朝阳区黑庄户乡大鲁店二村村北,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围村东3号、10号、11号平房,,,,,,,,,,,
,北京市朝阳区豆各庄乡西马各庄村101号,,,,,,,,,,,
,北京市朝阳区久文路6号院121号楼一层103号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村西（纸袋厂）5号平房,,,,,,,,,,,
,北京市朝阳区双桥路9号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村254号,,,,,,,,,,,
,北京市朝阳区豆各庄乡豆各庄村（乡政府西侧）,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围村,,,,,,,,,,,
,北京市朝阳区豆各庄于家围村南 ,,,,,,,,,,,
,北京市朝阳区豆各庄乡豆各庄村村西,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围南队村南,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村村北,,,,,,,,,,,
,北京市朝阳区黄厂路49号,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡411车站路南,,,,,,,,,,,
,北京市朝阳区南豆各庄甲1号(第二监狱西侧),,,,,,,,,,,
,北京市朝阳区豆各庄乡黄厂村,北京市朝阳区豆各庄乡黄厂村,北京市朝阳区王四营地区办事处王四营大队村王四营路管庄村村北,北京市朝阳区王四营地区办事处官庄大队村管庄村村北,北京市朝阳区豆各庄乡黄厂村,北京市朝阳区豆各庄乡黄厂村,,,,,,
,北京市朝阳区豆各庄乡石槽村委会院内,北京市朝阳区豆各庄乡石槽村委会院内,北京市朝阳区豆各庄乡石槽村委会院内,北京市朝阳区豆各庄乡石槽村委会院内,北京市朝阳区豆各庄乡石槽村委会院内,,,,,,,
,北京市朝阳区双桥中路110号,北京市朝阳区双桥中路110号,北京市朝阳区双桥中路110号,北京市朝阳区双桥中路110号,北京市朝阳区双桥中路110号,,,,,,,
,北京市朝阳区豆各庄乡何家坟村北,北京市朝阳区豆各庄乡何家坟村北,北京市朝阳区豆各庄乡何家坟村北,北京市朝阳区豆各庄乡何家坟村北,,,,,,,,
,北京市朝阳区豆各庄乡于家围南村,北京市朝阳区豆各庄乡于家围南村,北京市朝阳区豆各庄乡于家围南村,,,,,,,,,
,北京市朝阳区南何家村金祥西路7号,北京市朝阳区酒仙桥路3号巨龙光电宾馆402室,,,,,,,,,,
,北京市朝阳区观音惠园1号楼2层201-13,,北京市朝阳区观音惠园1号楼2层201-13,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村256号,北京市朝阳区石槽村南路,北京市朝阳区豆各庄乡石槽村256号,北京市朝阳区豆各庄乡石槽村256号,,,,,,,,
,北京市朝阳区豆各庄乡何家坟村北,北京市朝阳区豆各庄乡何家坟村北,北京市朝阳区豆各庄乡南何家村,北京市朝阳区豆各庄乡何家坟村北,北京市朝阳区豆各庄乡何家坟村北,,,,,,,
,北京市朝阳区豆各庄西路甲4号厂区南部,北京市朝阳区豆各庄西路甲4号厂区南部,北京市朝阳区豆各庄西路甲4号厂区南部,北京市朝阳区豆各庄西路甲4号厂区南部,北京市朝阳区豆各庄西路甲4号厂区南部,,,,,,,
,北京市朝阳区豆各庄乡石槽村263号,北京市朝阳区豆各庄乡石槽村263号`石槽村263,北京市朝阳区豆各庄乡石槽村263号,北京市朝阳区豆各庄乡石槽村263号,,,,,,,,
,北京市朝阳区豆各庄黄厂村,北京市朝阳区豆各庄黄厂村,北京市朝阳区豆各庄地区办事处黄厂村,北京市朝阳区豆各庄乡黄厂路,北京市朝阳区豆各庄地区办事处黄厂村,北京市朝阳区豆各庄乡黄厂路,北京市朝阳区豆各庄黄厂村,北京市朝阳区豆各庄黄厂村,,,,
,北京市朝阳区黑庄户乡大鲁店二村北三支一号院,北京市朝阳区双桥农场马家湾村,北京市朝阳区黑庄户乡大鲁店二村北三支一号院,北京市朝阳区黑庄户乡大鲁店二村北三支一号院,,,,,,,,
,北京市朝阳区豆各庄乡于家围北村北区21号,北京市朝阳区豆各庄乡于家围北村北区21号以迁至,北京市大兴区亦庄,北京市朝阳区豆各庄乡于家围北村北区21号,北京市朝阳区豆各庄乡于家围北村北区21号,,,,,,,
,北京市朝阳区豆各庄乡石槽村村东,北京市朝阳区豆各庄乡石槽村村东,北京市朝阳区豆各庄乡石槽村村东,北京市朝阳区豆各庄乡石槽村村东,,,,,,,,
,北京市朝阳区豆各庄乡水牛坊村东南,北京市丰台区长辛店德善里19号11号楼103,,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾村村南,北京市通州区台湖镇北神树村,北京西联联合国际石材交易市场三区B28号,,,,,,,,,
,北京市大兴区魏善庄镇半壁店中心西路8号102室,北京市大兴区魏善庄镇半壁店中心西路8号102室,北京市朝阳区豆各庄乡南何家村(金田西路临3号-金田公园北侧),北京市大兴区魏善庄镇半壁店中心西路8号102室,北京市大兴区魏善庄镇半壁店中心西路8号102室,,,,,,,
,北京市朝阳区豆各庄乡石槽村双桥利通汽车厂后院,北京市怀柔区华北物资市场北一区903033号,北京市怀柔区庙城镇庙城293号院2号楼3层,,,,,,,,,
,北京市密云区华云工业园,北京市密云区华云工业园,北京市朝阳区豆各庄乡双桥电镀厂院内,北京市朝阳区豆各庄乡马家湾村合作社,北京市密云区华云工业园,,,,,,,
,北京市朝阳区豆各庄乡水牛坊村南甲1号,,,,,,,,,,,
,北京市朝阳区豆各庄乡东马各庄村122号,北京市朝阳区豆各庄乡东马各庄村122号,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村南,北京市朝阳区豆各庄乡孙家坡村南,北京市朝阳区豆各庄乡孙家坡村南,北京市朝阳区豆各庄乡孙家坡村南,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村南,北京市朝阳区豆各庄乡孙家坡村南,北京市朝阳区豆各庄乡孙家坡村南,,,,,,,,,
,北京市朝阳区豆各庄乡孟家屯村村南天达路8号院东侧,北京市朝阳区豆各庄乡孟家屯村村南天达路8号院东侧,,,,,,,,,,
,北京市朝阳区南豆各庄(北京市荧光灯厂院内),,北京市朝阳区南豆各庄（,北京市荧光灯厂院内）,北京市朝阳区南豆各庄（,北京市荧光灯厂院内）,北京市朝阳区南豆各庄(,北京市荧光灯厂院内),,,,
,北京市朝阳区豆各庄乡豆各庄村北里22号,北京市朝阳区豆各庄乡豆各庄村北里２２号,北京市朝阳区豆各庄乡豆各庄村北里２２号朝阳区豆各庄乡豆各庄村北里22号,北京市朝阳区豆各庄乡豆各庄村北里22号,,,,,,,,
,北京市朝阳区双桥农厂孙家坡村办公楼西,北京市朝阳区双桥农厂孙家坡村办公楼西,北京市朝阳区双桥农厂孙家坡,北京市朝阳区双桥农厂孙家坡办公楼西,北京市朝阳区双桥农厂孙家坡村办公楼西,,,,,,,
,北京市朝阳区豆各庄乡水牛坊村南18号,北京市朝阳区豆各庄乡水牛坊村南１８号,北京市朝阳区豆各庄乡水牛坊村南18号,,,,,,,,,
,北京市朝阳区双桥农场马家湾村,,,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾村村东侧,北京市朝阳区豆各庄乡马家湾村村东侧,北京市朝阳区豆各庄乡马家湾村村东侧,,,,,,,,,
,北京市朝阳区双桥中路何家坟双桥利通汽修厂院内,,,,,,,,,,,
,万科青青家园4-6号楼1单元105号,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村南磨房乡工业园区北区1号,北京市朝阳区豆各庄乡孙家坡村南磨房乡工业园区北区１号,北京市朝阳区豆各庄乡孙家坡村南磨房乡工业园区北区1号,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾村村东侧2号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村252号,北京市朝阳区豆各庄乡石槽村２５２号,北京市朝阳区豆各庄乡石槽村252号,,,,,,,,,
,朝阳区豆各庄乡豆各庄村西,,,,,,,,,,,
,北京市朝阳区豆各庄乡水牛坊村甲4号,北京市朝阳区豆各庄乡水牛坊村甲４号,北京市朝阳区豆各庄乡水牛坊村甲4号,,,,,,,,,
朝阳区豆各庄乡孟家坟村,北京市大兴区庞各庄镇定福庄村委会东500米,北京市中日园艺研究所院内,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围村北,北京市朝阳区豆各庄乡于家围村北,北京市朝阳区豆各庄乡于家围村北,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村268号,北京市朝阳区豆各庄乡石槽村２６８号,,,,,,,,,,
,北京市朝阳区豆各庄乡(北京皮革公司化工厂北院)4号平房5间,,北京市朝阳区豆各庄乡（,北京皮革公司化工厂北院）４号平房５间,北京市朝阳区豆各庄乡(,北京皮革公司化工厂北院)4号平房5间,,,,,,
,北京市朝阳区豆各庄乡孙家坡滨河路2号,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡滨河路2号,,,,,,,,,,,
,北京市朝阳区豆各庄乡水牛坊村(南四区8号院东侧的半个院落),,,,,,,,,,,
,北京市朝阳区孙家坡北路18号,北京市朝阳区孙家坡北路18号,,,,,,,,,,
,北京市朝阳区水牛坊村,北京市朝阳区水牛坊村朝阳区水牛坊村朝阳区水牛坊村,北京市朝阳区水牛坊村,,,,,,,,,
,北京市朝阳区豆各庄乡黄厂路,北京市朝阳区双桥豆各庄,北京市朝阳区双桥豆各庄,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村268—1,北京市朝阳区豆各庄乡石槽村２６８－１,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围村193号,北京市朝阳区豆各庄乡于家围村193号,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村,北京市朝阳区豆各庄乡孙家坡村,,,,,,,,,,
,北京市朝阳区豆各庄乡何家坟村,北京市朝阳区豆各庄乡何家坟村,,,,,,,,,,
,北京市朝阳区豆各庄乡何家坟,北京市朝阳区豆各庄乡何家坟,北京市朝阳区豆各庄地区办事处豆各庄村何家坟南京沈豆各庄出口何家坟村内,北京市朝阳区高碑店地区办事处高碑店村何家坟南京沈豆各庄出口何家坟村内,北京市朝阳区豆各庄乡何家坟,,,,,,,
,北京市朝阳区豆各庄乡于家围北村,北京市朝阳区豆各庄乡于家围北村,北京市朝阳区豆各庄乡于家围北村,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾村村东,,,,,,,,,,,
,北京市朝阳区双桥马家湾村,,,,,,,,,,,
,北京市朝阳区双桥豆各庄,北京市朝阳区双桥豆各庄,北京市朝阳区豆各庄乡黄厂路,北京市朝阳区双桥豆各庄,,,,,,,,
,北京市朝阳区豆各庄乡石槽村,北京市朝阳区黑庄户地区办事处双树南村内,北京市朝阳区黑庄户地区办事处双树南村朝阳区豆各庄乡石槽村南,,,,,,,,,
,北京市朝阳区双桥豆各庄乡豆各庄村,北京市朝阳区双桥豆各庄乡豆各庄村,北京市朝阳区双桥豆各庄乡豆各庄村,,,,,,,,,
,马家湾东侧甲1号,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村(村南),北京市朝阳区豆各庄乡孙家坡村（村南）朝阳区豆各庄乡孙家坡村（村南）,北京市朝阳区豆各庄乡孙家坡村(村南),,,,,,,,,
,北京市朝阳区豆各庄乡于家围北村88号,北京市朝阳区豆各庄乡于家围北村８８号,北京市朝阳区豆各庄乡于家围北村88号,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村南路,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村东,北京市朝阳区豆各庄乡石槽村东,北京市朝阳区豆各庄乡石槽村东,北京市朝阳区豆各庄乡石槽村东,北京市朝阳区豆各庄乡石槽村东,,,,,,,
,北京市朝阳区豆各庄乡石槽村,北京市朝阳区豆各庄乡石槽村,北京市朝阳区豆各庄乡石槽村,,,,,,,,,
,北京市朝阳区豆各庄乡南何家村北,,,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾二区86号,北京市朝阳区豆各庄乡马家湾二区８６号,北京市朝阳区豆各庄乡马家湾二区86号,北京市朝阳区豆各庄乡马家湾二区86号,北京市朝阳区豆各庄乡马家湾二区86号,,,,,,,
,北京市朝阳区黄厂南里1号院6号楼1907,,,,,,,,,,,
,北京市朝阳区豆各庄乡(北京皮革公司化工厂北院)4号平房5间,北京皮革公司化工厂北院)4号平房5间,,,,,,,,,,
,北京市朝阳区双桥豆各庄,,,,,,,,,,,
,北京市朝阳区豆各庄乡豆各庄村北里22号,,,,,,,,,,,
,北京市朝阳区南豆各庄(北京市荧光灯厂院内),,,,,,,,,,,
,北京市朝阳区豆各庄乡水牛坊村南18号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村252号,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村南,,,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾村村东侧,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村南磨房乡工业园区北区1号,,,,,,,,,,,
,北京市朝阳区豆各庄乡水牛坊村甲4号,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围村北,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村268号,,,,,,,,,,,
,北京市朝阳区孙家坡北路18号,,,,,,,,,,,
,北京市朝阳区水牛坊村,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村268—1,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围村193号,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村,,,,,,,,,,,
,北京市朝阳区何家坟,,,,,,,,,,,
,北京市朝阳区豆各庄乡何家坟,,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围北村,,,,,,,,,,,
,北京市朝阳区郎各庄,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村,,,,,,,,,,,
,北京市朝阳区双桥豆各庄乡豆各庄村,,,,,,,,,,,
,北京市朝阳区豆各庄乡孙家坡村(村南),,,,,,,,,,,
,北京市朝阳区豆各庄乡于家围北村88号,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村东,,,,,,,,,,,
,北京市朝阳区豆各庄乡石槽村,,,,,,,,,,,
,北京市朝阳区豆各庄乡马家湾二区86号,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处马家湾村朝阳区豆各庄乡马家湾村18号南400米,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处马家湾村朝阳区豆各庄乡马家湾村18号南400米,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处黄厂村朝阳区南豆各庄49号,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处于家围北队村朝阳区豆各庄双桥供电所东侧110号,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处黄厂村朝阳区黄厂路49号,,,,,,,,,,,
,北京市朝阳区豆各庄地区办事处黄厂村王四营乡白鹿司南265号,,,,,,,,,,,
